"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000303","GO:0000303","response to superoxide","2/107","20/12100",0.0132679877112792,0.0733908631115413,0.0565189532462398,"SOD2/UCP2",2
"GO:0001975","GO:0001975","response to amphetamine","2/107","20/12100",0.0132679877112792,0.0733908631115413,0.0565189532462398,"NR4A2/CALM3",2
"GO:0032682","GO:0032682","negative regulation of chemokine production","2/107","20/12100",0.0132679877112792,0.0733908631115413,0.0565189532462398,"OAS1/LILRB4",2
"GO:0048566","GO:0048566","embryonic digestive tract development","2/107","20/12100",0.0132679877112792,0.0733908631115413,0.0565189532462398,"CXCL8/TNF",2
"GO:0060441","GO:0060441","epithelial tube branching involved in lung morphogenesis","2/107","20/12100",0.0132679877112792,0.0733908631115413,0.0565189532462398,"CTSZ/TNF",2
"GO:0060965","GO:0060965","negative regulation of miRNA-mediated gene silencing","2/107","20/12100",0.0132679877112792,0.0733908631115413,0.0565189532462398,"NEAT1/TNF",2
"GO:0032613","GO:0032613","interleukin-10 production","3/107","56/12100",0.0132740252025909,0.0733908631115413,0.0565189532462398,"ISG15/CD83/LILRB4",3
"GO:0032653","GO:0032653","regulation of interleukin-10 production","3/107","56/12100",0.0132740252025909,0.0733908631115413,0.0565189532462398,"ISG15/CD83/LILRB4",3
"GO:0002699","GO:0002699","positive regulation of immune effector process","6/107","220/12100",0.0133283161039623,0.0735335730351081,0.0566288554214681,"HLA-B/NR4A3/FCGR1A/C3/IL1B/TNF",6
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","7/107","286/12100",0.0134121088601728,0.0738380918485422,0.0568633680549131,"EGR2/LGMN/CCL2/CALM3/IL1B/TNF/EIF4E",7
"GO:0006611","GO:0006611","protein export from nucleus","3/107","57/12100",0.0139229773466252,0.0764875053382685,0.0589037048326427,"EGR2/IFI27/IL1B",3
"GO:0009612","GO:0009612","response to mechanical stimulus","5/107","161/12100",0.0140503491493829,0.0768601726773446,0.0591906992488499,"FOSB/NFKB1/ENG/IL1B/TNF",5
"GO:0010952","GO:0010952","positive regulation of peptidase activity","5/107","161/12100",0.0140503491493829,0.0768601726773446,0.0591906992488499,"LGMN/S100A9/GRN/S100A8/TNF",5
"GO:0062197","GO:0062197","cellular response to chemical stress","7/107","289/12100",0.0141346470057375,0.0771578405260344,0.0594199358937091,"MCL1/NR4A3/KDM6B/SOD2/NR4A2/ZFP36L1/TNF",7
"GO:0000305","GO:0000305","response to oxygen radical","2/107","21/12100",0.0145807975092839,0.0786443768335513,0.0605647306610863,"SOD2/UCP2",2
"GO:0060149","GO:0060149","negative regulation of post-transcriptional gene silencing","2/107","21/12100",0.0145807975092839,0.0786443768335513,0.0605647306610863,"NEAT1/TNF",2
"GO:0060967","GO:0060967","negative regulation of gene silencing by RNA","2/107","21/12100",0.0145807975092839,0.0786443768335513,0.0605647306610863,"NEAT1/TNF",2
"GO:0090023","GO:0090023","positive regulation of neutrophil chemotaxis","2/107","21/12100",0.0145807975092839,0.0786443768335513,0.0605647306610863,"CXCL8/C3AR1",2
"GO:1900369","GO:1900369","negative regulation of post-transcriptional gene silencing by RNA","2/107","21/12100",0.0145807975092839,0.0786443768335513,0.0605647306610863,"NEAT1/TNF",2
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","3/107","58/12100",0.0145897197921267,0.0786443768335513,0.0605647306610863,"IFI6/SOD2/UCP2",3
"GO:0060627","GO:0060627","regulation of vesicle-mediated transport","9/107","435/12100",0.0148302049212866,0.079774143972421,0.0614347743340141,"CCL2/C2/CD14/FCGR1A/CALM3/C3/IL1B/ABL2/TNF",9
"GO:0008643","GO:0008643","carbohydrate transport","4/107","107/12100",0.0148796689625989,0.0798738155123293,0.0615115322690652,"NR4A3/C3/IL1B/TNF",4
"GO:0051701","GO:0051701","biological process involved in interaction with host","5/107","164/12100",0.0151120800910414,0.0809530929358278,0.062342693365314,"CXCL8/IFITM3/CTSL/LY6E/CD4",5
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","3/107","59/12100",0.0152743105344023,0.0816527325048172,0.0628814919897263,"IL1B/ADAM17/TNF",3
"GO:0030098","GO:0030098","lymphocyte differentiation","8/107","365/12100",0.0155392623872603,0.0828974700080704,0.0638400753578397,"CTSL/KLF6/CD83/LILRB4/ZFP36L1/IL1B/CD4/ADAM17",8
"GO:0002377","GO:0002377","immunoglobulin production","4/107","109/12100",0.0158283001056628,0.0836756628266401,0.0644393685350088,"HLA-DQA2/HLA-DRB5/HLA-DPB1/TNF",4
"GO:0009651","GO:0009651","response to salt stress","2/107","22/12100",0.0159472652423225,0.0836756628266401,0.0644393685350088,"ZFP36L1/TNF",2
"GO:0031664","GO:0031664","regulation of lipopolysaccharide-mediated signaling pathway","2/107","22/12100",0.0159472652423225,0.0836756628266401,0.0644393685350088,"CD14/LY96",2
"GO:0071624","GO:0071624","positive regulation of granulocyte chemotaxis","2/107","22/12100",0.0159472652423225,0.0836756628266401,0.0644393685350088,"CXCL8/C3AR1",2
"GO:0090279","GO:0090279","regulation of calcium ion import","2/107","22/12100",0.0159472652423225,0.0836756628266401,0.0644393685350088,"CCL3/CCL2",2
"GO:0101023","GO:0101023","vascular endothelial cell proliferation","2/107","22/12100",0.0159472652423225,0.0836756628266401,0.0644393685350088,"CCL2/ADAM17",2
"GO:1905562","GO:1905562","regulation of vascular endothelial cell proliferation","2/107","22/12100",0.0159472652423225,0.0836756628266401,0.0644393685350088,"CCL2/ADAM17",2
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","3/107","60/12100",0.0159768016163957,0.0836756628266401,0.0644393685350088,"SOD2/CTSZ/TNF",3
"GO:0019233","GO:0019233","sensory perception of pain","3/107","60/12100",0.0159768016163957,0.0836756628266401,0.0644393685350088,"CCL3/CCL2/TNF",3
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity","3/107","61/12100",0.0166972392571339,0.087095498508929,0.0670730142620437,"HLA-B/BST2/LILRB4",3
"GO:1901224","GO:1901224","positive regulation of NIK/NF-kappaB signaling","3/107","61/12100",0.0166972392571339,0.087095498508929,0.0670730142620437,"CD14/IL1B/TNF",3
"GO:0043547","GO:0043547","positive regulation of GTPase activity","6/107","232/12100",0.0169113865427529,0.0880346775269919,0.0677962843362908,"CCL3/CCL4/RASGEF1B/CCL2/CCL20/RGS1",6
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","8/107","372/12100",0.0172280688229687,0.0891450017004438,0.0686513548094657,"CCL3/CCL4/CCL2/CCL20/IL1B/CD4/CD44/TNF",8
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","6/107","233/12100",0.0172372031190278,0.0891450017004438,0.0686513548094657,"FCGR3A/BST2/VSIG4/LILRB4/HLA-DPB1/IL1B",6
"GO:0010818","GO:0010818","T cell chemotaxis","2/107","23/12100",0.0173663578060896,0.0891450017004438,0.0686513548094657,"CCL3/ADAM17",2
"GO:0014808","GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","2/107","23/12100",0.0173663578060896,0.0891450017004438,0.0686513548094657,"CCL3/CALM3",2
"GO:0045672","GO:0045672","positive regulation of osteoclast differentiation","2/107","23/12100",0.0173663578060896,0.0891450017004438,0.0686513548094657,"KLF10/TNF",2
"GO:0097421","GO:0097421","liver regeneration","2/107","23/12100",0.0173663578060896,0.0891450017004438,0.0686513548094657,"UCP2/TNF",2
"GO:1905523","GO:1905523","positive regulation of macrophage migration","2/107","23/12100",0.0173663578060896,0.0891450017004438,0.0686513548094657,"CCL3/C3AR1",2
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","3/107","62/12100",0.0174356639781676,0.0893231833167237,0.0687885740492035,"SOD2/IL1B/TNF",3
"GO:1901617","GO:1901617","organic hydroxy compound biosynthetic process","5/107","171/12100",0.0177956642812067,0.0909869409387638,0.0700698485194361,"PLTP/NR4A2/PLEK/NFKB1/TNF",5
"GO:0038061","GO:0038061","NIK/NF-kappaB signaling","4/107","113/12100",0.0178378734574857,0.091022508433257,0.0700972393617443,"CD14/IL1B/BIRC3/TNF",4
"GO:0001503","GO:0001503","ossification","7/107","306/12100",0.0187651572001479,0.0955545741888649,0.0735874233123103,"CCL3/SPP1/EGR2/ISG15/KLF10/CEBPD/TNF",7
"GO:0048679","GO:0048679","regulation of axon regeneration","2/107","24/12100",0.0188370558722433,0.0955545741888649,0.0735874233123103,"SPP1/GRN",2
"GO:1903514","GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum","2/107","24/12100",0.0188370558722433,0.0955545741888649,0.0735874233123103,"CCL3/CALM3",2
"GO:0034599","GO:0034599","cellular response to oxidative stress","6/107","238/12100",0.0189314609062537,0.095835194618879,0.0738035315891648,"MCL1/NR4A3/KDM6B/SOD2/NR4A2/TNF",6
"GO:0042058","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","3/107","64/12100",0.0189666090047433,0.095835194618879,0.0738035315891648,"IFI6/PLAUR/ADAM17",3
"GO:0031214","GO:0031214","biomineral tissue development","4/107","116/12100",0.0194449180031032,0.0980601138359618,0.0755169615704399,"CCL3/SPP1/ISG15/KLF10",4
"GO:0002381","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","3/107","65/12100",0.0197591829763977,0.0986812581142338,0.0759953102767286,"HLA-DQA2/HLA-DRB5/HLA-DPB1",3
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response","3/107","65/12100",0.0197591829763977,0.0986812581142338,0.0759953102767286,"GRN/LILRB4/TNF",3
"GO:0048678","GO:0048678","response to axon injury","3/107","65/12100",0.0197591829763977,0.0986812581142338,0.0759953102767286,"SPP1/SOD2/GRN",3
"GO:0050886","GO:0050886","endocrine process","3/107","65/12100",0.0197591829763977,0.0986812581142338,0.0759953102767286,"SPP1/CTSZ/IL1B",3
"GO:2000628","GO:2000628","regulation of miRNA metabolic process","3/107","65/12100",0.0197591829763977,0.0986812581142338,0.0759953102767286,"NFKB1/LILRB4/TNF",3
"GO:0009309","GO:0009309","amine biosynthetic process","2/107","25/12100",0.0203583537292872,0.101087056401961,0.0778480368312218,"SAT1/NR4A2",2
"GO:0042401","GO:0042401","cellular biogenic amine biosynthetic process","2/107","25/12100",0.0203583537292872,0.101087056401961,0.0778480368312218,"SAT1/NR4A2",2
"GO:0045671","GO:0045671","negative regulation of osteoclast differentiation","2/107","25/12100",0.0203583537292872,0.101087056401961,0.0778480368312218,"CCL3/LILRB4",2
"GO:0046718","GO:0046718","viral entry into host cell","4/107","118/12100",0.0205645328180839,0.101551351492838,0.0782055945900656,"IFITM3/CTSL/LY6E/CD4",4
"GO:0006911","GO:0006911","phagocytosis, engulfment","3/107","66/12100",0.0205698515998275,0.101551351492838,0.0782055945900656,"IGKC/FCGR1A/C3",3
"GO:0046209","GO:0046209","nitric oxide metabolic process","3/107","66/12100",0.0205698515998275,0.101551351492838,0.0782055945900656,"SOD2/IL1B/TNF",3
"GO:0007626","GO:0007626","locomotory behavior","4/107","119/12100",0.0211389441419183,0.10396334052273,0.0800630886898922,"SOD2/NR4A2/GAA/CSTB",4
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","4/107","119/12100",0.0211389441419183,0.10396334052273,0.0800630886898922,"LGMN/S100A9/S100A8/TNF",4
"GO:0006919","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","3/107","67/12100",0.0213986287374118,0.104642536742419,0.0805861437100696,"S100A9/S100A8/TNF",3
"GO:0071260","GO:0071260","cellular response to mechanical stimulus","3/107","67/12100",0.0213986287374118,0.104642536742419,0.0805861437100696,"NFKB1/ENG/IL1B",3
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","3/107","67/12100",0.0213986287374118,0.104642536742419,0.0805861437100696,"SOD2/IL1B/TNF",3
"GO:0002507","GO:0002507","tolerance induction","2/107","26/12100",0.0219292591251478,0.105834293572209,0.08150392619263,"HLA-B/LILRB4",2
"GO:0032703","GO:0032703","negative regulation of interleukin-2 production","2/107","26/12100",0.0219292591251478,0.105834293572209,0.08150392619263,"VSIG4/LILRB4",2
"GO:0035886","GO:0035886","vascular associated smooth muscle cell differentiation","2/107","26/12100",0.0219292591251478,0.105834293572209,0.08150392619263,"SOD2/ENG",2
"GO:0051150","GO:0051150","regulation of smooth muscle cell differentiation","2/107","26/12100",0.0219292591251478,0.105834293572209,0.08150392619263,"SOD2/ENG",2
"GO:0070296","GO:0070296","sarcoplasmic reticulum calcium ion transport","2/107","26/12100",0.0219292591251478,0.105834293572209,0.08150392619263,"CCL3/CALM3",2
"GO:1901889","GO:1901889","negative regulation of cell junction assembly","2/107","26/12100",0.0219292591251478,0.105834293572209,0.08150392619263,"IL1B/TNF",2
"GO:1902175","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","2/107","26/12100",0.0219292591251478,0.105834293572209,0.08150392619263,"MCL1/SOD2",2
"GO:0032637","GO:0032637","interleukin-8 production","3/107","68/12100",0.0222455232720241,0.106960784149658,0.0823714465566078,"CD14/IL1B/TNF",3
"GO:0032677","GO:0032677","regulation of interleukin-8 production","3/107","68/12100",0.0222455232720241,0.106960784149658,0.0823714465566078,"CD14/IL1B/TNF",3
"GO:0002791","GO:0002791","regulation of peptide secretion","4/107","121/12100",0.0223171738906485,0.10710584198077,0.0824831568762179,"S100A8/IL1B/UCP2/TNF",4
"GO:0045596","GO:0045596","negative regulation of cell differentiation","9/107","468/12100",0.0226930022753893,0.108707480287672,0.0837165927120599,"CCL3/SPP1/C1QC/SOD2/LILRB4/ZFP36L1/IL1B/TNF/EIF4E",9
"GO:0008217","GO:0008217","regulation of blood pressure","4/107","122/12100",0.022921067630494,0.109394078783615,0.0842453482906959,"SGK1/SOD2/CTSZ/TNF",4
"GO:0110148","GO:0110148","biomineralization","4/107","122/12100",0.022921067630494,0.109394078783615,0.0842453482906959,"CCL3/SPP1/ISG15/KLF10",4
"GO:0010921","GO:0010921","regulation of phosphatase activity","3/107","69/12100",0.023110539220155,0.109892103621437,0.0846288816261952,"PLEK/CALM3/TNF",3
"GO:0014013","GO:0014013","regulation of gliogenesis","3/107","69/12100",0.023110539220155,0.109892103621437,0.0846288816261952,"EGR2/IL1B/TNF",3
"GO:0090087","GO:0090087","regulation of peptide transport","4/107","123/12100",0.0235348617261127,0.111308347051372,0.0857195432264023,"S100A8/IL1B/UCP2/TNF",4
"GO:0043243","GO:0043243","positive regulation of protein-containing complex disassembly","2/107","27/12100",0.0235487931114305,0.111308347051372,0.0857195432264023,"PLEK/TNF",2
"GO:0070570","GO:0070570","regulation of neuron projection regeneration","2/107","27/12100",0.0235487931114305,0.111308347051372,0.0857195432264023,"SPP1/GRN",2
"GO:0016485","GO:0016485","protein processing","5/107","184/12100",0.0235808155836951,0.111308347051372,0.0857195432264023,"LGMN/CTSL/PLAUR/CTSZ/ADAM17",5
"GO:0010817","GO:0010817","regulation of hormone levels","7/107","321/12100",0.0236608717260825,0.111482428461214,0.0858536048608718,"SPP1/CTSL/CTSZ/NFKB1/IL1B/UCP2/TNF",7
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process","3/107","70/12100",0.023993675843234,0.112844573820092,0.0869026050577492,"NFKB1/IL1B/CD44",3
"GO:0071417","GO:0071417","cellular response to organonitrogen compound","9/107","473/12100",0.0241048969495829,0.113161534406951,0.0871466992110278,"LGMN/NR4A3/NR4A2/NFKB1/ZFP36L1/IL1B/UCP2/TNF/PKM",9
"GO:0010038","GO:0010038","response to metal ion","6/107","253/12100",0.024691407230448,0.115704561649758,0.0891051069984072,"LGMN/SOD2/CD14/FOSB/S100A8/CALM3",6
"GO:0051851","GO:0051851","modulation by host of symbiont process","3/107","71/12100",0.0248949277571732,0.116446926574314,0.0896768087972925,"CCL3/CCL4/IFI27",3
"GO:0019318","GO:0019318","hexose metabolic process","5/107","187/12100",0.0250697017619737,0.116680440670734,0.08985664006972,"ATF3/GAA/OAS1/TNF/PKM",5
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","2/107","28/12100",0.0252159898893375,0.116680440670734,0.08985664006972,"HLA-B/FCGR1A",2
"GO:0016486","GO:0016486","peptide hormone processing","2/107","28/12100",0.0252159898893375,0.116680440670734,0.08985664006972,"CTSL/CTSZ",2
"GO:0051602","GO:0051602","response to electrical stimulus","2/107","28/12100",0.0252159898893375,0.116680440670734,0.08985664006972,"SOD2/CD14",2
"GO:0060251","GO:0060251","regulation of glial cell proliferation","2/107","28/12100",0.0252159898893375,0.116680440670734,0.08985664006972,"IL1B/TNF",2
"GO:0090022","GO:0090022","regulation of neutrophil chemotaxis","2/107","28/12100",0.0252159898893375,0.116680440670734,0.08985664006972,"CXCL8/C3AR1",2
"GO:0032635","GO:0032635","interleukin-6 production","4/107","126/12100",0.0254359790860675,0.117237233831065,0.0902854314105271,"HLA-B/LILRB4/IL1B/TNF",4
"GO:0032675","GO:0032675","regulation of interleukin-6 production","4/107","126/12100",0.0254359790860675,0.117237233831065,0.0902854314105271,"HLA-B/LILRB4/IL1B/TNF",4
"GO:0010876","GO:0010876","lipid localization","7/107","326/12100",0.0254725360880045,0.117237233831065,0.0902854314105271,"PLTP/SPP1/DBI/NFKB1/C3/IL1B/TNF",7
"GO:0043299","GO:0043299","leukocyte degranulation","3/107","72/12100",0.0258142850401578,0.118598725931828,0.0913339285275484,"CCL3/FCGR3A/NR4A3",3
"GO:0043500","GO:0043500","muscle adaptation","3/107","73/12100",0.0267517333387066,0.122202096957764,0.0941089164471512,"NR4A3/LMNA/IL1B",3
"GO:0003009","GO:0003009","skeletal muscle contraction","2/107","29/12100",0.0269298966572301,0.122202096957764,0.0941089164471512,"GAA/TNF",2
"GO:0009595","GO:0009595","detection of biotic stimulus","2/107","29/12100",0.0269298966572301,0.122202096957764,0.0941089164471512,"HLA-B/LY96",2
"GO:0035094","GO:0035094","response to nicotine","2/107","29/12100",0.0269298966572301,0.122202096957764,0.0941089164471512,"NFKB1/TNF",2
"GO:0045776","GO:0045776","negative regulation of blood pressure","2/107","29/12100",0.0269298966572301,0.122202096957764,0.0941089164471512,"SOD2/TNF",2
"GO:0045923","GO:0045923","positive regulation of fatty acid metabolic process","2/107","29/12100",0.0269298966572301,0.122202096957764,0.0941089164471512,"NR4A3/IL1B",2
"GO:1902624","GO:1902624","positive regulation of neutrophil migration","2/107","29/12100",0.0269298966572301,0.122202096957764,0.0941089164471512,"CXCL8/C3AR1",2
"GO:0051924","GO:0051924","regulation of calcium ion transport","5/107","191/12100",0.0271472823910344,0.122972426550264,0.0947021540843286,"CCL3/CCL4/CCL2/CALM3/CD4",5
"GO:0099024","GO:0099024","plasma membrane invagination","3/107","75/12100",0.0286808240346831,0.12815999770459,0.0986971485441599,"IGKC/FCGR1A/C3",3
"GO:0006882","GO:0006882","cellular zinc ion homeostasis","2/107","30/12100",0.0286895734598191,0.12815999770459,0.0986971485441599,"S100A9/S100A8",2
"GO:0010828","GO:0010828","positive regulation of glucose transmembrane transport","2/107","30/12100",0.0286895734598191,0.12815999770459,0.0986971485441599,"NR4A3/C3",2
"GO:0014075","GO:0014075","response to amine","2/107","30/12100",0.0286895734598191,0.12815999770459,0.0986971485441599,"NR4A2/CALM3",2
"GO:0044319","GO:0044319","wound healing, spreading of cells","2/107","30/12100",0.0286895734598191,0.12815999770459,0.0986971485441599,"ADAM17/CD44",2
"GO:0048147","GO:0048147","negative regulation of fibroblast proliferation","2/107","30/12100",0.0286895734598191,0.12815999770459,0.0986971485441599,"SOD2/FTH1",2
"GO:0090505","GO:0090505","epiboly involved in wound healing","2/107","30/12100",0.0286895734598191,0.12815999770459,0.0986971485441599,"ADAM17/CD44",2
"GO:0140448","GO:0140448","signaling receptor ligand precursor processing","2/107","30/12100",0.0286895734598191,0.12815999770459,0.0986971485441599,"CTSL/CTSZ",2
"GO:0048771","GO:0048771","tissue remodeling","4/107","132/12100",0.0295096621847887,0.131413686787018,0.10120284330412,"SPP1/LIPA/NFKB1/TIMP1",4
"GO:0010586","GO:0010586","miRNA metabolic process","3/107","76/12100",0.0296724164976109,0.131413686787018,0.10120284330412,"NFKB1/LILRB4/TNF",3
"GO:0033077","GO:0033077","T cell differentiation in thymus","3/107","76/12100",0.0296724164976109,0.131413686787018,0.10120284330412,"ZFP36L1/IL1B/ADAM17",3
"GO:0045833","GO:0045833","negative regulation of lipid metabolic process","3/107","76/12100",0.0296724164976109,0.131413686787018,0.10120284330412,"NFKB1/IL1B/TNF",3
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process","3/107","76/12100",0.0296724164976109,0.131413686787018,0.10120284330412,"CCL2/ZFP36L1/TNF",3
"GO:0001937","GO:0001937","negative regulation of endothelial cell proliferation","2/107","31/12100",0.0304940930389675,0.133676991895779,0.102945834600321,"CCL2/TNF",2
"GO:0010922","GO:0010922","positive regulation of phosphatase activity","2/107","31/12100",0.0304940930389675,0.133676991895779,0.102945834600321,"PLEK/CALM3",2
"GO:0046717","GO:0046717","acid secretion","2/107","31/12100",0.0304940930389675,0.133676991895779,0.102945834600321,"SGK1/TNF",2
"GO:0050832","GO:0050832","defense response to fungus","2/107","31/12100",0.0304940930389675,0.133676991895779,0.102945834600321,"S100A9/S100A8",2
"GO:0055069","GO:0055069","zinc ion homeostasis","2/107","31/12100",0.0304940930389675,0.133676991895779,0.102945834600321,"S100A9/S100A8",2
"GO:0090504","GO:0090504","epiboly","2/107","31/12100",0.0304940930389675,0.133676991895779,0.102945834600321,"ADAM17/CD44",2
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","4/107","134/12100",0.0309487211561342,0.135166238173604,0.104092716339818,"ATF3/LILRB4/RNF149/IL1B",4
"GO:0007268","GO:0007268","chemical synaptic transmission","8/107","416/12100",0.0309908648329875,0.135166238173604,0.104092716339818,"EGR2/LGMN/CCL2/STX11/CALM3/IL1B/TNF/EIF4E",8
"GO:0098916","GO:0098916","anterograde trans-synaptic signaling","8/107","416/12100",0.0309908648329875,0.135166238173604,0.104092716339818,"EGR2/LGMN/CCL2/STX11/CALM3/IL1B/TNF/EIF4E",8
"GO:0061097","GO:0061097","regulation of protein tyrosine kinase activity","3/107","78/12100",0.0317095404844833,0.137835073284404,0.106148009879831,"FCGR1A/LILRB4/ADAM17",3
"GO:0097237","GO:0097237","cellular response to toxic substance","3/107","78/12100",0.0317095404844833,0.137835073284404,0.106148009879831,"SOD2/S100A9/TNF",3
"GO:0038094","GO:0038094","Fc-gamma receptor signaling pathway","2/107","32/12100",0.0323425406860879,0.139646220821871,0.107542790628446,"FCGR3A/FCGR1A",2
"GO:0045601","GO:0045601","regulation of endothelial cell differentiation","2/107","32/12100",0.0323425406860879,0.139646220821871,0.107542790628446,"IL1B/TNF",2
"GO:0046825","GO:0046825","regulation of protein export from nucleus","2/107","32/12100",0.0323425406860879,0.139646220821871,0.107542790628446,"IFI27/IL1B",2
"GO:0097242","GO:0097242","amyloid-beta clearance","2/107","32/12100",0.0323425406860879,0.139646220821871,0.107542790628446,"C3/TNF",2
"GO:0042445","GO:0042445","hormone metabolic process","4/107","136/12100",0.0324286359071262,0.13978420352621,0.107649052330307,"SPP1/CTSL/CTSZ/NFKB1",4
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","4/107","137/12100",0.0331839559694633,0.14256401715999,0.109789811413112,"NFKB1/C3/IL1B/TNF",4
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","4/107","137/12100",0.0331839559694633,0.14256401715999,0.109789811413112,"S100A9/S100A8/IL1B/TNF",4
"GO:0099537","GO:0099537","trans-synaptic signaling","8/107","422/12100",0.033325870530587,0.142852208945016,0.110011750457473,"EGR2/LGMN/CCL2/STX11/CALM3/IL1B/TNF/EIF4E",8
"GO:0005996","GO:0005996","monosaccharide metabolic process","5/107","202/12100",0.0334170155704065,0.142852208945016,0.110011750457473,"ATF3/GAA/OAS1/TNF/PKM",5
"GO:0043270","GO:0043270","positive regulation of ion transport","5/107","202/12100",0.0334170155704065,0.142852208945016,0.110011750457473,"CCL3/CCL4/CCL2/CALM3/IL1B",5
"GO:0042886","GO:0042886","amide transport","5/107","203/12100",0.0340281366467598,0.144905285895378,0.111592843188213,"PLTP/S100A8/IL1B/UCP2/TNF",5
"GO:0003044","GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","2/107","33/12100",0.0342340140961194,0.144905285895378,0.111592843188213,"SOD2/CTSZ",2
"GO:0030224","GO:0030224","monocyte differentiation","2/107","33/12100",0.0342340140961194,0.144905285895378,0.111592843188213,"ZFP36L1/CD4",2
"GO:0045742","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","2/107","33/12100",0.0342340140961194,0.144905285895378,0.111592843188213,"PLAUR/ADAM17",2
"GO:0070509","GO:0070509","calcium ion import","2/107","33/12100",0.0342340140961194,0.144905285895378,0.111592843188213,"CCL3/CCL2",2
"GO:1904707","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","2/107","33/12100",0.0342340140961194,0.144905285895378,0.111592843188213,"NR4A3/TNF",2
"GO:0055080","GO:0055080","cation homeostasis","8/107","425/12100",0.0345374590134595,0.145950440544603,0.112397726033982,"CCL3/SOD2/FTH1/S100A9/GRN/S100A8/ATOX1/CALM3",8
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","3/107","81/12100",0.0348994925308564,0.14652112148727,0.112837212478884,"HLA-B/LILRB4/IL1B",3
"GO:0032611","GO:0032611","interleukin-1 beta production","3/107","81/12100",0.0348994925308564,0.14652112148727,0.112837212478884,"CCL3/LILRB4/TNF",3
"GO:0032651","GO:0032651","regulation of interleukin-1 beta production","3/107","81/12100",0.0348994925308564,0.14652112148727,0.112837212478884,"CCL3/LILRB4/TNF",3
"GO:0048145","GO:0048145","regulation of fibroblast proliferation","3/107","81/12100",0.0348994925308564,0.14652112148727,0.112837212478884,"SOD2/FTH1/S100A6",3
"GO:0010324","GO:0010324","membrane invagination","3/107","82/12100",0.0359984331808841,0.150644982938481,0.11601303468172,"IGKC/FCGR1A/C3",3
"GO:1901655","GO:1901655","cellular response to ketone","3/107","82/12100",0.0359984331808841,0.150644982938481,0.11601303468172,"SPP1/SGK1/EIF4E",3
"GO:0033028","GO:0033028","myeloid cell apoptotic process","2/107","34/12100",0.0361676232230676,0.150863979260033,0.116181685687228,"CTSL/ADAM17",2
"GO:0045840","GO:0045840","positive regulation of mitotic nuclear division","2/107","34/12100",0.0361676232230676,0.150863979260033,0.116181685687228,"IL1B/TNF",2
"GO:0001906","GO:0001906","cell killing","4/107","141/12100",0.0363079726532185,0.150961651192609,0.116256903706975,"HLA-B/FCGR3A/FCGR1A/C3",4
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","4/107","141/12100",0.0363079726532185,0.150961651192609,0.116256903706975,"LGMN/S100A9/S100A8/TNF",4
"GO:0010594","GO:0010594","regulation of endothelial cell migration","4/107","142/12100",0.0371147157753686,0.153631700132716,0.118313132027682,"LGMN/GRN/ADAM17/TNF",4
"GO:0030324","GO:0030324","lung development","4/107","142/12100",0.0371147157753686,0.153631700132716,0.118313132027682,"LIPA/CTSZ/TNF/EIF4E",4
"GO:0008202","GO:0008202","steroid metabolic process","5/107","208/12100",0.0371881535952547,0.153631700132716,0.118313132027682,"SPP1/LGMN/LIPA/NFKB1/TNF",5
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","5/107","208/12100",0.0371881535952547,0.153631700132716,0.118313132027682,"FCGR3A/VSIG4/LILRB4/HLA-DPB1/IL1B",5
"GO:0006910","GO:0006910","phagocytosis, recognition","2/107","35/12100",0.0381424901370923,0.155828970781602,0.120005269601878,"IGKC/FCGR1A",2
